,O2 (Dis).O2 mg/L@La_Jara_Creek,O2 (Dis).O2 mg/L@La_Jara_Creek,O2 (Dis).O2 mg/L@La_Jara_Creek,O2 (Dis).O2 mg/L@La_Jara_Creek,O2%.O2%@La_Jara_Creek,O2%.O2%@La_Jara_Creek,O2%.O2%@La_Jara_Creek,O2%.O2%@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,pH.Ph@La_Jara_Creek,pH.Ph@La_Jara_Creek,pH.Ph@La_Jara_Creek,pH.Ph@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Water Temp.C@La_Jara_Creek,Water Temp.C@La_Jara_Creek,Water Temp.C@La_Jara_Creek,Water Temp.C@La_Jara_Creek
05/27/2011 16:00:40,7.78,,,1,78.1,,,1,,,,,7.36,,,1,50,,,1,3.4,,,1,15.53,,,1
05/27/2011 16:15:40,7.81,,,1,77.9,,,1,,,,,7.34,,,1,50,,,1,4,,,1,15.31,,,1
05/27/2011 16:30:40,7.84,,,1,77.8,,,1,,,,,7.32,,,1,50,,,1,5,,,1,15.08,,,1
05/27/2011 16:45:40,7.84,,,1,77.4,,,1,,,,,7.3,,,1,50,,,1,4.6,,,1,14.79,,,1
05/27/2011 17:00:40,7.9,,,1,77.4,,,1,,,,,7.27,,,1,50,,,1,4,,,1,14.47,,,1
05/27/2011 17:15:40,7.91,,,1,77.1,,,1,,,,,7.25,,,1,50,,,1,3.7,,,1,14.21,,,1
05/27/2011 17:30:40,7.96,,,1,77.1,,,1,,,,,7.24,,,1,51,,,1,3.7,,,1,13.91,,,1
05/27/2011 17:45:40,8,,,1,77.2,,,1,,,,,7.24,,,1,51,,,1,5.1,,,1,13.75,,,1
05/27/2011 18:00:40,8.05,,,1,77.4,,,1,,,,,7.24,,,1,51,,,1,4.3,,,1,13.56,,,1
05/27/2011 18:15:40,8.09,,,1,77.3,,,1,,,,,7.23,,,1,51,,,1,4.7,,,1,13.3,,,1
05/27/2011 18:30:40,8.16,,,1,77.4,,,1,,,,,7.22,,,1,51,,,1,3.9,,,1,13,,,1
05/27/2011 18:45:40,8.21,,,1,77.5,,,1,,,,,7.21,,,1,51,,,1,3.7,,,1,12.74,,,1
05/27/2011 19:00:40,8.27,,,1,77.5,,,1,,,,,7.21,,,1,51,,,1,3.9,,,1,12.44,,,1
05/27/2011 19:15:40,8.37,,,1,77.9,,,1,,,,,7.2,,,1,51,,,1,4.4,,,1,12.15,,,1
05/27/2011 19:30:40,8.43,,,1,78,,,1,,,,,7.19,,,1,51,,,1,4.2,,,1,11.87,,,1
05/27/2011 19:45:40,8.49,,,1,78.2,,,1,,,,,7.2,,,1,51,,,1,3.7,,,1,11.62,,,1
05/27/2011 20:00:40,8.55,,,1,78.2,,,1,,,,,7.19,,,1,51,,,1,3.7,,,1,11.4,,,1
05/27/2011 20:15:40,8.61,,,1,78.3,,,1,,,,,7.19,,,1,51,,,1,4.2,,,1,11.13,,,1
05/27/2011 20:30:40,8.67,,,1,78.4,,,1,,,,,7.18,,,1,51,,,1,4.7,,,1,10.88,,,1
05/27/2011 20:45:40,8.74,,,1,78.6,,,1,,,,,7.17,,,1,51,,,1,6.1,,,1,10.64,,,1
05/27/2011 21:00:40,8.81,,,1,78.7,,,1,,,,,7.17,,,1,51,,,1,4.7,,,1,10.37,,,1
05/27/2011 21:15:40,8.89,,,1,78.9,,,1,,,,,7.17,,,1,51,,,1,5.6,,,1,10.09,,,1
05/27/2011 21:30:40,8.97,,,1,79.2,,,1,,,,,7.16,,,1,51,,,1,4.8,,,1,9.83,,,1
05/27/2011 21:45:40,9.04,,,1,79.3,,,1,,,,,7.17,,,1,51,,,1,4.9,,,1,9.58,,,1
05/27/2011 22:00:40,9.11,,,1,79.4,,,1,,,,,7.16,,,1,51,,,1,5.1,,,1,9.34,,,1
05/27/2011 22:15:40,9.17,,,1,79.6,,,1,,,,,7.16,,,1,51,,,1,4.8,,,1,9.11,,,1
05/27/2011 22:30:40,9.25,,,1,79.8,,,1,,,,,7.16,,,1,51,,,1,4.4,,,1,8.89,,,1
05/27/2011 22:45:40,9.32,,,1,80,,,1,,,,,7.16,,,1,51,,,1,4.1,,,1,8.7,,,1
05/27/2011 23:00:40,9.38,,,1,80.2,,,1,,,,,7.17,,,1,50,,,1,5.3,,,1,8.51,,,1
05/27/2011 23:15:40,9.42,,,1,80.2,,,1,,,,,7.17,,,1,50,,,1,4.5,,,1,8.34,,,1
05/27/2011 23:30:40,9.46,,,1,80.3,,,1,,,,,7.17,,,1,50,,,1,4.7,,,1,8.2,,,1
05/27/2011 23:45:40,9.52,,,1,80.5,,,1,,,,,7.18,,,1,50,,,1,4.1,,,1,8.06,,,1
05/28/2011 00:00:40,9.56,,,1,80.6,,,1,,,,,7.19,,,1,50,,,1,4,,,1,7.95,,,1
05/28/2011 00:15:40,9.58,,,1,80.6,,,1,,,,,7.19,,,1,50,,,1,4.8,,,1,7.87,,,1
05/28/2011 00:30:40,9.61,,,1,80.8,,,1,,,,,7.19,,,1,50,,,1,4.3,,,1,7.8,,,1
05/28/2011 00:45:40,9.63,,,1,80.8,,,1,,,,,7.2,,,1,50,,,1,4.3,,,1,7.73,,,1
05/28/2011 01:00:40,9.67,,,1,80.9,,,1,,,,,7.19,,,1,49,,,1,4.4,,,1,7.63,,,1
05/28/2011 01:15:40,9.7,,,1,81,,,1,,,,,7.2,,,1,49,,,1,3.7,,,1,7.56,,,1
05/28/2011 01:30:40,9.72,,,1,81,,,1,,,,,7.19,,,1,49,,,1,4,,,1,7.47,,,1
05/28/2011 01:45:40,9.77,,,1,81.3,,,1,,,,,7.2,,,1,49,,,1,3.6,,,1,7.38,,,1
05/28/2011 02:00:40,9.8,,,1,81.3,,,1,,,,,7.19,,,1,49,,,1,4.2,,,1,7.29,,,1
05/28/2011 02:15:40,9.84,,,1,81.5,,,1,,,,,7.19,,,1,49,,,1,3.7,,,1,7.2,,,1
05/28/2011 02:30:40,9.87,,,1,81.5,,,1,,,,,7.2,,,1,49,,,1,3.9,,,1,7.12,,,1
05/28/2011 02:45:40,9.89,,,1,81.6,,,1,,,,,7.2,,,1,49,,,1,4.3,,,1,7.03,,,1
05/28/2011 03:00:40,9.91,,,1,81.5,,,1,,,,,7.19,,,1,49,,,1,3.9,,,1,6.94,,,1
05/28/2011 03:15:40,9.93,,,1,81.5,,,1,,,,,7.19,,,1,48,,,1,3,,,1,6.86,,,1
05/28/2011 03:30:40,9.96,,,1,81.6,,,1,,,,,7.19,,,1,48,,,1,3.3,,,1,6.78,,,1
05/28/2011 03:45:40,9.99,,,1,81.7,,,1,,,,,7.19,,,1,48,,,1,3.5,,,1,6.7,,,1
05/28/2011 04:00:40,10.02,,,1,81.8,,,1,,,,,7.2,,,1,48,,,1,2.8,,,1,6.62,,,1
05/28/2011 04:15:40,10.01,,,1,81.6,,,1,,,,,7.19,,,1,48,,,1,3.3,,,1,6.54,,,1
05/28/2011 04:30:40,10.07,,,1,81.9,,,1,,,,,7.19,,,1,48,,,1,3.5,,,1,6.47,,,1
05/28/2011 04:45:40,10.08,,,1,81.8,,,1,,,,,7.19,,,1,48,,,1,3,,,1,6.41,,,1
05/28/2011 05:00:40,10.1,,,1,81.9,,,1,,,,,7.19,,,1,48,,,1,2.6,,,1,6.34,,,1
05/28/2011 05:15:40,10.12,,,1,81.9,,,1,,,,,7.19,,,1,48,,,1,2.9,,,1,6.27,,,1
05/28/2011 05:30:40,10.15,,,1,82,,,1,,,,,7.19,,,1,48,,,1,3.1,,,1,6.21,,,1
05/28/2011 05:45:40,10.17,,,1,82,,,1,,,,,7.19,,,1,48,,,1,3.5,,,1,6.14,,,1
05/28/2011 06:00:40,10.2,,,1,82.1,,,1,,,,,7.19,,,1,47,,,1,3.2,,,1,6.09,,,1
05/28/2011 06:15:40,10.22,,,1,82.2,,,1,,,,,7.19,,,1,47,,,1,3.3,,,1,6.04,,,1
05/28/2011 06:30:40,10.27,,,1,82.5,,,1,,,,,7.2,,,1,47,,,1,3.1,,,1,6.01,,,1
05/28/2011 06:45:40,10.27,,,1,82.5,,,1,,,,,7.2,,,1,47,,,1,2.9,,,1,6,,,1
05/28/2011 07:00:40,10.29,,,1,82.7,,,1,,,,,7.21,,,1,47,,,1,2.3,,,1,6,,,1
05/28/2011 07:15:40,10.3,,,1,82.8,,,1,,,,,7.22,,,1,47,,,1,2.1,,,1,6.02,,,1
05/28/2011 07:30:40,10.31,,,1,83,,,1,,,,,7.23,,,1,47,,,1,2.1,,,1,6.07,,,1
05/28/2011 07:45:40,10.29,,,1,82.9,,,1,,,,,7.24,,,1,47,,,1,1.5,,,1,6.12,,,1
05/28/2011 08:00:40,10.3,,,1,83.2,,,1,,,,,7.24,,,1,47,,,1,1.5,,,1,6.19,,,1
05/28/2011 08:15:40,10.27,,,1,83.2,,,1,,,,,7.25,,,1,47,,,1,1.9,,,1,6.35,,,1
05/28/2011 08:30:40,10.23,,,1,83.3,,,1,,,,,7.27,,,1,47,,,1,2,,,1,6.55,,,1
05/28/2011 08:45:40,10.19,,,1,83.4,,,1,,,,,7.28,,,1,47,,,1,1.7,,,1,6.72,,,1
05/28/2011 09:00:40,10.15,,,1,83.3,,,1,,,,,7.28,,,1,47,,,1,1.6,,,1,6.85,,,1
05/28/2011 09:15:40,10.11,,,1,83.4,,,1,,,,,7.29,,,1,47,,,1,4,,,1,7.06,,,1
05/28/2011 09:30:40,10.03,,,1,83.1,,,1,,,,,7.3,,,1,46,,,1,2.8,,,1,7.21,,,1
05/28/2011 09:45:40,9.99,,,1,83.4,,,1,,,,,7.31,,,1,46,,,1,3.3,,,1,7.54,,,1
05/28/2011 10:00:40,9.83,,,1,83.1,,,1,,,,,7.33,,,1,46,,,1,2.3,,,1,8.01,,,1
05/28/2011 10:15:40,9.61,,,1,82.6,,,1,,,,,7.35,,,1,46,,,1,22.7,,,1,8.72,,,1
05/28/2011 10:30:40,9.38,,,1,82.1,,,1,,,,,7.36,,,1,46,,,1,2.3,,,1,9.46,,,1
05/28/2011 10:45:40,9.16,,,1,81.8,,,1,,,,,7.39,,,1,45,,,1,3.2,,,1,10.33,,,1
05/28/2011 11:00:40,8.9,,,1,81.5,,,1,,,,,7.42,,,1,45,,,1,2.5,,,1,11.44,,,1
05/28/2011 11:15:40,8.62,,,1,81.1,,,1,,,,,7.44,,,1,45,,,1,2.5,,,1,12.63,,,1
05/28/2011 11:30:40,8.37,,,1,80.9,,,1,,,,,7.47,,,1,45,,,1,2.6,,,1,13.79,,,1
05/28/2011 11:45:40,8.15,,,1,80.6,,,1,,,,,7.5,,,1,45,,,1,19.6,,,1,14.85,,,1
05/28/2011 12:00:40,7.96,,,1,80.4,,,1,,,,,7.53,,,1,45,,,1,2.5,,,1,15.86,,,1
05/28/2011 12:15:40,7.78,,,1,79.7,,,1,,,,,7.53,,,1,46,,,1,2.5,,,1,16.52,,,1
05/28/2011 12:30:40,7.66,,,1,79.1,,,1,,,,,7.53,,,1,46,,,1,2.8,,,1,16.86,,,1
05/28/2011 12:45:40,7.6,,,1,78.6,,,1,,,,,7.5,,,1,47,,,1,2.6,,,1,16.95,,,1
05/28/2011 13:00:40,7.56,,,1,78.2,,,1,,,,,7.48,,,1,47,,,1,2.3,,,1,16.98,,,1
05/28/2011 13:15:40,7.55,,,1,78.1,,,1,,,,,7.46,,,1,48,,,1,3.2,,,1,16.97,,,1
05/28/2011 13:30:40,7.53,,,1,77.9,,,1,,,,,7.44,,,1,48,,,1,2.5,,,1,16.94,,,1
05/28/2011 13:45:40,7.55,,,1,78,,,1,,,,,7.44,,,1,48,,,1,2.8,,,1,16.97,,,1
05/28/2011 14:00:40,7.54,,,1,78.1,,,1,,,,,7.45,,,1,49,,,1,2.6,,,1,17.09,,,1
05/28/2011 14:15:40,7.53,,,1,78,,,1,,,,,7.45,,,1,49,,,1,5.3,,,1,17.11,,,1
05/28/2011 14:30:40,7.52,,,1,77.8,,,1,,,,,7.42,,,1,49,,,1,2.7,,,1,16.94,,,1
05/28/2011 14:45:40,7.54,,,1,77.9,,,1,,,,,7.4,,,1,49,,,1,3.5,,,1,16.91,,,1
05/28/2011 15:00:40,7.57,,,1,77.9,,,1,,,,,7.4,,,1,50,,,1,3.2,,,1,16.76,,,1
05/28/2011 15:15:40,7.61,,,1,78,,,1,,,,,7.38,,,1,50,,,1,3.3,,,1,16.54,,,1
05/28/2011 15:30:40,7.59,,,1,77.5,,,1,,,,,7.37,,,1,50,,,1,4.3,,,1,16.32,,,1
05/28/2011 15:45:40,7.66,,,1,78,,,1,,,,,7.35,,,1,50,,,1,3.4,,,1,16.2,,,1
05/28/2011 16:00:40,7.73,,,1,78.1,,,1,,,,,7.34,,,1,50,,,1,7.8,,,1,15.89,,,1
05/28/2011 16:15:40,7.76,,,1,78.1,,,1,,,,,7.34,,,1,50,,,1,3.1,,,1,15.73,,,1
05/28/2011 16:30:40,7.8,,,1,77.8,,,1,,,,,7.31,,,1,51,,,1,4.1,,,1,15.32,,,1
05/28/2011 16:45:40,7.84,,,1,77.8,,,1,,,,,7.29,,,1,51,,,1,4.2,,,1,15.03,,,1
05/28/2011 17:00:40,7.9,,,1,78,,,1,,,,,7.29,,,1,50,,,1,4,,,1,14.78,,,1
05/28/2011 17:15:40,7.9,,,1,77.6,,,1,,,,,7.26,,,1,51,,,1,4,,,1,14.55,,,1
05/28/2011 17:30:40,7.92,,,1,77.4,,,1,,,,,7.27,,,1,51,,,1,4.8,,,1,14.34,,,1
05/28/2011 17:45:40,7.98,,,1,77.5,,,1,,,,,7.25,,,1,51,,,1,5.1,,,1,14.06,,,1
05/28/2011 18:00:40,8.02,,,1,77.5,,,1,,,,,7.24,,,1,51,,,1,4,,,1,13.8,,,1
05/28/2011 18:15:40,8.07,,,1,77.6,,,1,,,,,7.24,,,1,51,,,1,4.2,,,1,13.56,,,1
05/28/2011 18:30:40,8.13,,,1,77.6,,,1,,,,,7.23,,,1,51,,,1,5,,,1,13.29,,,1
05/28/2011 18:45:40,8.18,,,1,77.6,,,1,,,,,7.22,,,1,51,,,1,4.3,,,1,13.01,,,1
05/28/2011 19:00:40,8.23,,,1,77.7,,,1,,,,,7.21,,,1,51,,,1,4.2,,,1,12.77,,,1
05/28/2011 19:15:40,8.31,,,1,77.9,,,1,,,,,7.21,,,1,51,,,1,4.6,,,1,12.46,,,1
05/28/2011 19:30:40,8.36,,,1,78,,,1,,,,,7.21,,,1,51,,,1,4.7,,,1,12.23,,,1
05/28/2011 19:45:40,8.43,,,1,78.1,,,1,,,,,7.21,,,1,51,,,1,3.7,,,1,11.97,,,1
05/28/2011 20:00:40,8.48,,,1,78.2,,,1,,,,,7.2,,,1,51,,,1,4.3,,,1,11.73,,,1
05/28/2011 20:15:40,8.53,,,1,78.3,,,1,,,,,7.2,,,1,51,,,1,3.9,,,1,11.51,,,1
05/28/2011 20:30:40,8.59,,,1,78.4,,,1,,,,,7.19,,,1,51,,,1,5,,,1,11.25,,,1
05/28/2011 20:45:40,8.66,,,1,78.5,,,1,,,,,7.19,,,1,51,,,1,4.7,,,1,10.99,,,1
05/28/2011 21:00:40,8.74,,,1,78.8,,,1,,,,,7.18,,,1,51,,,1,4.9,,,1,10.73,,,1
05/28/2011 21:15:40,8.81,,,1,79,,,1,,,,,7.18,,,1,51,,,1,5.5,,,1,10.49,,,1
05/28/2011 21:30:40,8.88,,,1,79.2,,,1,,,,,7.18,,,1,51,,,1,5.4,,,1,10.26,,,1
05/28/2011 21:45:40,8.95,,,1,79.4,,,1,,,,,7.18,,,1,51,,,1,4.8,,,1,10.05,,,1
05/28/2011 22:00:40,9.02,,,1,79.6,,,1,,,,,7.18,,,1,51,,,1,5.3,,,1,9.82,,,1
05/28/2011 22:15:40,9.08,,,1,79.7,,,1,,,,,7.18,,,1,51,,,1,4.5,,,1,9.62,,,1
05/28/2011 22:30:40,9.14,,,1,79.9,,,1,,,,,7.18,,,1,51,,,1,6.1,,,1,9.43,,,1
05/28/2011 22:45:40,9.18,,,1,80,,,1,,,,,7.18,,,1,51,,,1,5,,,1,9.27,,,1
05/28/2011 23:00:40,9.24,,,1,80.1,,,1,,,,,7.19,,,1,51,,,1,4.2,,,1,9.1,,,1
05/28/2011 23:15:40,9.29,,,1,80.2,,,1,,,,,7.18,,,1,50,,,1,4.7,,,1,8.95,,,1
05/28/2011 23:30:40,9.34,,,1,80.4,,,1,,,,,7.19,,,1,50,,,1,4.1,,,1,8.81,,,1
05/28/2011 23:45:40,9.38,,,1,80.5,,,1,,,,,7.19,,,1,50,,,1,4.8,,,1,8.67,,,1
05/29/2011 00:00:40,9.43,,,1,80.7,,,1,,,,,7.19,,,1,50,,,1,3.7,,,1,8.51,,,1
05/29/2011 00:15:40,9.46,,,1,80.6,,,1,,,,,7.19,,,1,50,,,1,5.8,,,1,8.38,,,1
05/29/2011 00:30:40,9.5,,,1,80.7,,,1,,,,,7.2,,,1,50,,,1,3.2,,,1,8.26,,,1
05/29/2011 00:45:40,9.54,,,1,80.8,,,1,,,,,7.19,,,1,50,,,1,3.9,,,1,8.14,,,1
05/29/2011 01:00:40,9.58,,,1,80.9,,,1,,,,,7.19,,,1,50,,,1,3.9,,,1,8.02,,,1
05/29/2011 01:15:40,9.61,,,1,81,,,1,,,,,7.19,,,1,50,,,1,4,,,1,7.89,,,1
05/29/2011 01:30:40,9.66,,,1,81,,,1,,,,,7.19,,,1,50,,,1,3.7,,,1,7.74,,,1
05/29/2011 01:45:40,9.72,,,1,81.3,,,1,,,,,7.18,,,1,50,,,1,4.2,,,1,7.6,,,1
05/29/2011 02:00:40,9.75,,,1,81.3,,,1,,,,,7.18,,,1,50,,,1,4.2,,,1,7.48,,,1
05/29/2011 02:15:40,9.78,,,1,81.3,,,1,,,,,7.18,,,1,50,,,1,3.8,,,1,7.35,,,1
05/29/2011 02:30:40,9.82,,,1,81.4,,,1,,,,,7.18,,,1,50,,,1,3.4,,,1,7.25,,,1
05/29/2011 02:45:40,9.86,,,1,81.5,,,1,,,,,7.18,,,1,50,,,1,3.6,,,1,7.13,,,1
05/29/2011 03:00:40,9.9,,,1,81.6,,,1,,,,,7.18,,,1,50,,,1,3.7,,,1,7.02,,,1
05/29/2011 03:15:40,9.95,,,1,81.8,,,1,,,,,7.18,,,1,50,,,1,3.6,,,1,6.9,,,1
05/29/2011 03:30:40,9.97,,,1,81.7,,,1,,,,,7.18,,,1,50,,,1,4.3,,,1,6.79,,,1
05/29/2011 03:45:40,10.02,,,1,81.8,,,1,,,,,7.18,,,1,50,,,1,4,,,1,6.67,,,1
05/29/2011 04:00:40,10.05,,,1,81.9,,,1,,,,,7.18,,,1,50,,,1,3.5,,,1,6.56,,,1
05/29/2011 04:15:40,10.09,,,1,82.1,,,1,,,,,7.18,,,1,50,,,1,3.5,,,1,6.49,,,1
05/29/2011 04:30:40,10.11,,,1,82.1,,,1,,,,,7.18,,,1,50,,,1,4.1,,,1,6.41,,,1
05/29/2011 04:45:40,10.15,,,1,82.2,,,1,,,,,7.18,,,1,50,,,1,3.4,,,1,6.32,,,1
05/29/2011 05:00:40,10.18,,,1,82.2,,,1,,,,,7.17,,,1,50,,,1,2.7,,,1,6.22,,,1
05/29/2011 05:15:40,10.22,,,1,82.3,,,1,,,,,7.17,,,1,50,,,1,2.7,,,1,6.1,,,1
05/29/2011 05:30:40,10.26,,,1,82.4,,,1,,,,,7.17,,,1,50,,,1,4.4,,,1,5.99,,,1
05/29/2011 05:45:40,10.3,,,1,82.5,,,1,,,,,7.17,,,1,50,,,1,3,,,1,5.89,,,1
05/29/2011 06:00:40,10.35,,,1,82.6,,,1,,,,,7.17,,,1,50,,,1,2.8,,,1,5.78,,,1
05/29/2011 06:15:40,10.39,,,1,82.8,,,1,,,,,7.18,,,1,50,,,1,2.7,,,1,5.7,,,1
05/29/2011 06:30:40,10.44,,,1,83.1,,,1,,,,,7.18,,,1,50,,,1,2.5,,,1,5.63,,,1
05/29/2011 06:45:40,10.46,,,1,83.2,,,1,,,,,7.19,,,1,50,,,1,3.1,,,1,5.61,,,1
05/29/2011 07:00:40,10.48,,,1,83.3,,,1,,,,,7.2,,,1,49,,,1,1.9,,,1,5.6,,,1
05/29/2011 07:15:40,10.5,,,1,83.6,,,1,,,,,7.2,,,1,49,,,1,2,,,1,5.63,,,1
05/29/2011 07:30:40,10.5,,,1,83.7,,,1,,,,,7.22,,,1,49,,,1,1.6,,,1,5.7,,,1
05/29/2011 07:45:40,10.49,,,1,83.7,,,1,,,,,7.23,,,1,49,,,1,1.5,,,1,5.74,,,1
05/29/2011 08:00:40,10.47,,,1,83.7,,,1,,,,,7.23,,,1,49,,,1,1.5,,,1,5.8,,,1
05/29/2011 08:15:40,10.46,,,1,83.9,,,1,,,,,7.24,,,1,49,,,1,1.4,,,1,5.95,,,1
05/29/2011 08:30:40,10.42,,,1,84,,,1,,,,,7.26,,,1,49,,,1,1.3,,,1,6.13,,,1
05/29/2011 08:45:40,10.38,,,1,84,,,1,,,,,7.27,,,1,49,,,1,1.4,,,1,6.29,,,1
05/29/2011 09:00:40,10.35,,,1,84,,,1,,,,,7.28,,,1,48,,,1,1.7,,,1,6.4,,,1
05/29/2011 09:15:40,10.3,,,1,84,,,1,,,,,7.29,,,1,48,,,1,1.8,,,1,6.59,,,1
05/29/2011 09:30:40,10.24,,,1,83.8,,,1,,,,,7.29,,,1,48,,,1,2.3,,,1,6.72,,,1
05/29/2011 09:45:40,10.2,,,1,84.1,,,1,,,,,7.31,,,1,48,,,1,1.7,,,1,7.02,,,1
05/29/2011 10:00:40,10.05,,,1,83.7,,,1,,,,,7.32,,,1,48,,,1,1.5,,,1,7.43,,,1
05/29/2011 10:15:40,9.83,,,1,83.2,,,1,,,,,7.35,,,1,48,,,1,1.5,,,1,8.08,,,1
05/29/2011 10:30:40,9.6,,,1,82.7,,,1,,,,,7.36,,,1,48,,,1,1.7,,,1,8.81,,,1
05/29/2011 10:45:40,9.38,,,1,82.4,,,1,,,,,7.39,,,1,48,,,1,1.8,,,1,9.67,,,1
05/29/2011 11:00:40,9.1,,,1,82,,,1,,,,,7.42,,,1,47,,,1,2.2,,,1,10.71,,,1
05/29/2011 11:15:40,8.82,,,1,81.7,,,1,,,,,7.44,,,1,47,,,1,2.4,,,1,11.93,,,1
05/29/2011 11:30:40,8.55,,,1,81.4,,,1,,,,,7.47,,,1,47,,,1,2.5,,,1,13.13,,,1
05/29/2011 11:45:40,8.3,,,1,80.9,,,1,,,,,7.49,,,1,47,,,1,2.8,,,1,14.22,,,1
05/29/2011 12:00:40,8.11,,,1,80.8,,,1,,,,,7.53,,,1,47,,,1,2.8,,,1,15.22,,,1
05/29/2011 12:15:40,7.94,,,1,80.3,,,1,,,,,7.53,,,1,47,,,1,4.6,,,1,15.89,,,1
05/29/2011 12:30:40,7.82,,,1,79.7,,,1,,,,,7.52,,,1,48,,,1,2.7,,,1,16.28,,,1
05/29/2011 12:45:40,7.73,,,1,79.2,,,1,,,,,7.49,,,1,48,,,1,2.3,,,1,16.53,,,1
05/29/2011 13:00:40,7.7,,,1,78.9,,,1,,,,,7.46,,,1,49,,,1,3.2,,,1,16.53,,,1
05/29/2011 13:15:40,7.68,,,1,78.6,,,1,,,,,7.46,,,1,49,,,1,3.5,,,1,16.51,,,1
05/29/2011 13:30:40,7.66,,,1,78.4,,,1,,,,,7.45,,,1,50,,,1,2.6,,,1,16.49,,,1
05/29/2011 13:45:40,7.66,,,1,78.4,,,1,,,,,7.43,,,1,50,,,1,2.6,,,1,16.47,,,1
05/29/2011 14:00:40,7.67,,,1,78.7,,,1,,,,,7.44,,,1,50,,,1,2.4,,,1,16.57,,,1
05/29/2011 14:15:40,7.64,,,1,78.4,,,1,,,,,7.44,,,1,50,,,1,3,,,1,16.57,,,1
05/29/2011 14:30:40,7.65,,,1,78.3,,,1,,,,,7.42,,,1,50,,,1,2.3,,,1,16.54,,,1
05/29/2011 14:45:40,7.64,,,1,78.1,,,1,,,,,7.41,,,1,51,,,1,3.8,,,1,16.42,,,1
05/29/2011 15:00:40,7.69,,,1,78.2,,,1,,,,,7.38,,,1,51,,,1,2.8,,,1,16.17,,,1
05/29/2011 15:15:40,7.75,,,1,78.4,,,1,,,,,7.37,,,1,52,,,1,3.5,,,1,15.94,,,1
05/29/2011 15:30:40,7.78,,,1,78.5,,,1,,,,,7.37,,,1,52,,,1,3,,,1,15.76,,,1
05/29/2011 15:45:40,7.82,,,1,78.5,,,1,,,,,7.36,,,1,52,,,1,3.5,,,1,15.58,,,1
05/29/2011 16:00:40,7.86,,,1,78.6,,,1,,,,,7.36,,,1,52,,,1,3.4,,,1,15.36,,,1
05/29/2011 16:15:40,7.89,,,1,78.5,,,1,,,,,7.34,,,1,53,,,1,5,,,1,15.11,,,1
05/29/2011 16:30:40,7.93,,,1,78.1,,,1,,,,,7.3,,,1,53,,,1,3.9,,,1,14.67,,,1
05/29/2011 16:45:40,7.96,,,1,77.8,,,1,,,,,7.28,,,1,53,,,1,4.2,,,1,14.33,,,1
05/29/2011 17:00:40,8.07,,,1,78.4,,,1,,,,,7.27,,,1,53,,,1,4.4,,,1,14.06,,,1
05/29/2011 17:15:40,8.11,,,1,78.2,,,1,,,,,7.25,,,1,53,,,1,4.2,,,1,13.72,,,1
05/29/2011 17:30:40,8.16,,,1,78.3,,,1,,,,,7.26,,,1,53,,,1,4.2,,,1,13.48,,,1
05/29/2011 17:45:40,8.19,,,1,78.1,,,1,,,,,7.25,,,1,53,,,1,4.6,,,1,13.21,,,1
05/29/2011 18:00:40,8.27,,,1,78.4,,,1,,,,,7.25,,,1,53,,,1,4,,,1,12.97,,,1
05/29/2011 18:15:40,8.34,,,1,78.7,,,1,,,,,7.25,,,1,53,,,1,4.2,,,1,12.73,,,1
05/29/2011 18:30:40,8.38,,,1,78.6,,,1,,,,,7.24,,,1,53,,,1,4.5,,,1,12.44,,,1
05/29/2011 18:45:40,8.45,,,1,78.7,,,1,,,,,7.23,,,1,53,,,1,3.9,,,1,12.14,,,1
05/29/2011 19:00:40,8.53,,,1,78.9,,,1,,,,,7.22,,,1,53,,,1,4.7,,,1,11.86,,,1
05/29/2011 19:15:40,8.58,,,1,78.9,,,1,,,,,7.22,,,1,52,,,1,4.1,,,1,11.58,,,1
05/29/2011 19:30:40,8.66,,,1,79,,,1,,,,,7.21,,,1,52,,,1,3.8,,,1,11.29,,,1
05/29/2011 19:45:40,8.72,,,1,79.2,,,1,,,,,7.21,,,1,52,,,1,4,,,1,11.03,,,1
05/29/2011 20:00:40,8.78,,,1,79.3,,,1,,,,,7.2,,,1,52,,,1,3.7,,,1,10.8,,,1
05/29/2011 20:15:40,8.83,,,1,79.3,,,1,,,,,7.19,,,1,52,,,1,4.1,,,1,10.56,,,1
05/29/2011 20:30:40,8.9,,,1,79.5,,,1,,,,,7.2,,,1,52,,,1,4.1,,,1,10.34,,,1
05/29/2011 20:45:40,8.95,,,1,79.6,,,1,,,,,7.2,,,1,52,,,1,6.2,,,1,10.16,,,1
05/29/2011 21:00:40,9.02,,,1,79.8,,,1,,,,,7.2,,,1,52,,,1,5.1,,,1,9.95,,,1
05/29/2011 21:15:40,9.08,,,1,80,,,1,,,,,7.2,,,1,52,,,1,4.9,,,1,9.74,,,1
05/29/2011 21:30:40,9.15,,,1,80.2,,,1,,,,,7.2,,,1,52,,,1,4.2,,,1,9.57,,,1
